Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
762,7/11/2023,CUST762,Female,24,Electronics,2,25,50
763,28/2/2023,CUST763,Male,34,Clothing,2,25,50
770,22/10/2023,CUST770,Male,32,Clothing,1,50,50
771,13/12/2023,CUST771,Male,24,Electronics,2,25,50
774,12/4/2023,CUST774,Female,40,Clothing,2,25,50
780,22/2/2023,CUST780,Male,52,Electronics,2,25,50
792,9/7/2023,CUST792,Female,20,Beauty,1,50,50
798,4/8/2023,CUST798,Male,61,Clothing,1,50,50
811,19/5/2023,CUST811,Male,61,Beauty,2,25,50
836,19/4/2023,CUST836,Female,22,Clothing,1,50,50
840,24/5/2023,CUST840,Male,62,Clothing,2,25,50
846,22/9/2023,CUST846,Male,42,Beauty,1,50,50
849,4/5/2023,CUST849,Male,32,Clothing,2,25,50
851,8/9/2023,CUST851,Male,32,Electronics,2,25,50
854,20/12/2023,CUST854,Male,29,Clothing,1,50,50
857,31/12/2023,CUST857,Male,60,Electronics,2,25,50
863,24/4/2023,CUST863,Female,30,Electronics,2,25,50
866,5/5/2023,CUST866,Male,24,Electronics,1,50,50
882,6/6/2023,CUST882,Female,64,Electronics,2,25,50
889,2/10/2023,CUST889,Female,35,Electronics,1,50,50
890,20/12/2023,CUST890,Male,34,Electronics,2,25,50
892,9/4/2023,CUST892,Male,20,Electronics,1,50,50
893,21/4/2023,CUST893,Male,49,Electronics,1,50,50
896,29/10/2023,CUST896,Female,30,Electronics,2,25,50
902,1/6/2023,CUST902,Female,54,Beauty,1,50,50
906,4/6/2023,CUST906,Female,20,Clothing,1,50,50
916,24/12/2023,CUST916,Female,32,Electronics,1,50,50
919,9/9/2023,CUST919,Female,22,Beauty,2,25,50
922,21/10/2023,CUST922,Male,41,Electronics,1,50,50
935,9/9/2023,CUST935,Female,34,Beauty,1,50,50
941,19/3/2023,CUST941,Female,57,Clothing,2,25,50
944,5/6/2023,CUST944,Male,44,Clothing,2,25,50
949,2/8/2023,CUST949,Female,41,Electronics,2,25,50
958,2/6/2023,CUST958,Male,62,Electronics,2,25,50
963,14/11/2023,CUST963,Female,55,Beauty,1,50,50
973,22/3/2023,CUST973,Male,60,Clothing,1,50,50
985,30/5/2023,CUST985,Female,19,Electronics,2,25,50
996,16/5/2023,CUST996,Male,62,Clothing,1,50,50
80,10/12/2023,CUST080,Female,64,Clothing,2,30,60
95,24/11/2023,CUST095,Female,32,Clothing,2,30,60
123,15/5/2023,CUST123,Female,40,Electronics,2,30,60
148,9/5/2023,CUST148,Male,18,Clothing,2,30,60
162,21/8/2023,CUST162,Male,39,Clothing,2,30,60
178,4/10/2023,CUST178,Male,40,Clothing,2,30,60
214,10/12/2023,CUST214,Male,20,Beauty,2,30,60
228,28/4/2023,CUST228,Female,59,Electronics,2,30,60
247,4/10/2023,CUST247,Male,41,Electronics,2,30,60
260,1/7/2023,CUST260,Male,28,Beauty,2,30,60
263,28/8/2023,CUST263,Male,23,Beauty,2,30,60
266,1/12/2023,CUST266,Female,19,Electronics,2,30,60
289,30/11/2023,CUST289,Male,53,Electronics,2,30,60
304,19/7/2023,CUST304,Female,37,Electronics,2,30,60
315,1/6/2023,CUST315,Male,47,Clothing,2,30,60
370,16/10/2023,CUST370,Male,23,Electronics,2,30,60
399,1/3/2023,CUST399,Female,64,Beauty,2,30,60
415,27/1/2023,CUST415,Male,53,Clothing,2,30,60
448,21/1/2023,CUST448,Female,54,Beauty,2,30,60
456,14/10/2023,CUST456,Male,57,Electronics,2,30,60
478,13/4/2023,CUST478,Female,58,Clothing,2,30,60
495,24/7/2023,CUST495,Male,24,Beauty,2,30,60
499,15/1/2023,CUST499,Male,46,Beauty,2,30,60
501,14/5/2023,CUST501,Male,39,Electronics,2,30,60
528,6/7/2023,CUST528,Female,36,Clothing,2,30,60
548,9/4/2023,CUST548,Female,51,Clothing,2,30,60
563,9/8/2023,CUST563,Male,20,Clothing,2,30,60
565,7/11/2023,CUST565,Female,45,Beauty,2,30,60
573,19/9/2023,CUST573,Male,49,Beauty,2,30,60
581,21/11/2023,CUST581,Female,48,Beauty,2,30,60
588,26/4/2023,CUST588,Male,38,Electronics,2,30,60
593,6/5/2023,CUST593,Male,35,Electronics,2,30,60
675,4/8/2023,CUST675,Female,45,Clothing,2,30,60
681,14/7/2023,CUST681,Female,43,Electronics,2,30,60
701,14/12/2023,CUST701,Female,52,Beauty,2,30,60
719,4/4/2023,CUST719,Female,42,Clothing,2,30,60
834,4/4/2023,CUST834,Female,56,Beauty,2,30,60
871,31/8/2023,CUST871,Male,62,Beauty,2,30,60
884,29/4/2023,CUST884,Female,26,Clothing,2,30,60
900,21/2/2023,CUST900,Male,21,Clothing,2,30,60
959,29/10/2023,CUST959,Female,42,Electronics,2,30,60
960,8/8/2023,CUST960,Male,59,Clothing,2,30,60
962,19/10/2023,CUST962,Male,44,Clothing,2,30,60
981,19/8/2023,CUST981,Female,30,Electronics,2,30,60
992,21/8/2023,CUST992,Female,57,Electronics,2,30,60
12,30/10/2023,CUST012,Male,35,Beauty,3,25,75
37,23/5/2023,CUST037,Female,18,Beauty,3,25,75
50,24/8/2023,CUST050,Female,27,Beauty,3,25,75
51,2/10/2023,CUST051,Male,27,Beauty,3,25,75
69,30/4/2023,CUST069,Female,56,Beauty,3,25,75
108,19/4/2023,CUST108,Female,27,Beauty,3,25,75
145,2/11/2023,CUST145,Female,39,Clothing,3,25,75
149,11/10/2023,CUST149,Male,22,Clothing,3,25,75
188,3/5/2023,CUST188,Male,40,Clothing,3,25,75
241,21/9/2023,CUST241,Female,23,Electronics,3,25,75
326,15/9/2023,CUST326,Female,18,Clothing,3,25,75
350,17/10/2023,CUST350,Male,25,Beauty,3,25,75
357,3/5/2023,CUST357,Female,40,Electronics,3,25,75
374,20/4/2023,CUST374,Female,59,Beauty,3,25,75
413,8/9/2023,CUST413,Female,44,Beauty,3,25,75
439,9/7/2023,CUST439,Male,50,Clothing,3,25,75
469,8/5/2023,CUST469,Male,18,Beauty,3,25,75
475,20/1/2023,CUST475,Male,26,Clothing,3,25,75
552,13/12/2023,CUST552,Female,49,Electronics,3,25,75
607,17/3/2023,CUST607,Male,54,Clothing,3,25,75
620,8/5/2023,CUST620,Male,63,Electronics,3,25,75
622,22/8/2023,CUST622,Female,49,Beauty,3,25,75
644,6/9/2023,CUST644,Male,23,Beauty,3,25,75
653,20/5/2023,CUST653,Male,54,Clothing,3,25,75
654,21/6/2023,CUST654,Male,42,Clothing,3,25,75
713,14/1/2023,CUST713,Male,34,Beauty,3,25,75
718,25/8/2023,CUST718,Female,59,Beauty,3,25,75
750,6/3/2023,CUST750,Female,35,Clothing,3,25,75
755,22/4/2023,CUST755,Female,58,Clothing,3,25,75
767,24/10/2023,CUST767,Male,39,Beauty,3,25,75
768,14/1/2023,CUST768,Female,24,Beauty,3,25,75
797,7/1/2023,CUST797,Male,40,Clothing,3,25,75
812,12/11/2023,CUST812,Male,19,Electronics,3,25,75
815,27/8/2023,CUST815,Female,51,Clothing,3,25,75
848,13/2/2023,CUST848,Female,63,Clothing,3,25,75
872,11/10/2023,CUST872,Female,63,Beauty,3,25,75
920,22/2/2023,CUST920,Female,28,Beauty,3,25,75
921,7/1/2023,CUST921,Male,51,Electronics,3,25,75
929,27/1/2023,CUST929,Female,23,Beauty,3,25,75
948,13/10/2023,CUST948,Female,23,Electronics,3,25,75
977,8/2/2023,CUST977,Female,35,Electronics,3,25,75
980,29/7/2023,CUST980,Female,31,Electronics,3,25,75
988,28/5/2023,CUST988,Female,63,Clothing,3,25,75
32,4/1/2023,CUST032,Male,30,Beauty,3,30,90
73,21/8/2023,CUST073,Male,29,Electronics,3,30,90
84,28/11/2023,CUST084,Female,38,Electronics,3,30,90
86,8/11/2023,CUST086,Male,19,Beauty,3,30,90
126,26/10/2023,CUST126,Female,28,Clothing,3,30,90
190,4/5/2023,CUST190,Female,60,Beauty,3,30,90
218,22/9/2023,CUST218,Male,64,Beauty,3,30,90
219,20/8/2023,CUST219,Female,53,Electronics,3,30,90
229,29/10/2023,CUST229,Male,58,Beauty,3,30,90
245,6/9/2023,CUST245,Male,47,Clothing,3,30,90
267,27/11/2023,CUST267,Female,32,Beauty,3,30,90
293,2/5/2023,CUST293,Male,50,Electronics,3,30,90
294,27/3/2023,CUST294,Female,23,Clothing,3,30,90
303,2/1/2023,CUST303,Male,19,Electronics,3,30,90
317,30/1/2023,CUST317,Male,22,Electronics,3,30,90
331,11/2/2023,CUST331,Male,28,Electronics,3,30,90
351,25/9/2023,CUST351,Female,56,Clothing,3,30,90
383,22/3/2023,CUST383,Female,46,Beauty,3,30,90
419,22/5/2023,CUST419,Female,44,Clothing,3,30,90
422,20/6/2023,CUST422,Female,28,Clothing,3,30,90
444,7/3/2023,CUST444,Female,61,Clothing,3,30,90
535,6/12/2023,CUST535,Male,47,Beauty,3,30,90
557,27/7/2023,CUST557,Female,20,Beauty,3,30,90
603,16/7/2023,CUST603,Female,40,Clothing,3,30,90
613,23/4/2023,CUST613,Female,52,Clothing,3,30,90
631,10/11/2023,CUST631,Male,56,Electronics,3,30,90
643,24/9/2023,CUST643,Female,28,Electronics,3,30,90
646,3/5/2023,CUST646,Male,38,Clothing,3,30,90
656,4/10/2023,CUST656,Male,29,Beauty,3,30,90
679,11/1/2023,CUST679,Female,18,Beauty,3,30,90
691,23/4/2023,CUST691,Female,51,Clothing,3,30,90
704,28/8/2023,CUST704,Female,62,Clothing,3,30,90
746,11/1/2023,CUST746,Female,33,Clothing,3,30,90
776,31/10/2023,CUST776,Male,35,Clothing,3,30,90
829,14/7/2023,CUST829,Male,61,Beauty,3,30,90
837,1/7/2023,CUST837,Male,18,Beauty,3,30,90
861,17/2/2023,CUST861,Female,41,Clothing,3,30,90
898,2/11/2023,CUST898,Female,42,Clothing,3,30,90
913,28/1/2023,CUST913,Male,29,Electronics,3,30,90
915,30/5/2023,CUST915,Female,26,Beauty,3,30,90
918,23/11/2023,CUST918,Female,42,Electronics,3,30,90
953,26/4/2023,CUST953,Male,45,Beauty,3,30,90
982,19/12/2023,CUST982,Female,46,Beauty,3,30,90
997,17/11/2023,CUST997,Male,52,Beauty,3,30,90
5,6/5/2023,CUST005,Male,30,Beauty,2,50,100
8,22/2/2023,CUST008,Male,30,Electronics,4,25,100
11,14/2/2023,CUST011,Male,23,Clothing,2,50,100
17,22/4/2023,CUST017,Female,27,Clothing,4,25,100
22,15/10/2023,CUST022,Male,18,Clothing,2,50,100
33,23/3/2023,CUST033,Female,50,Electronics,2,50,100
53,13/7/2023,CUST053,Male,34,Electronics,2,50,100
62,27/12/2023,CUST062,Male,18,Beauty,2,50,100
64,24/1/2023,CUST064,Male,49,Clothing,4,25,100
71,14/7/2023,CUST071,Female,51,Beauty,4,25,100
76,25/3/2023,CUST076,Female,22,Electronics,2,50,100
77,9/7/2023,CUST077,Female,47,Clothing,2,50,100
83,16/12/2023,CUST083,Male,54,Electronics,2,50,100
87,22/11/2023,CUST087,Female,28,Beauty,2,50,100
98,23/4/2023,CUST098,Female,55,Beauty,2,50,100
114,22/7/2023,CUST114,Female,22,Beauty,4,25,100
125,8/8/2023,CUST125,Male,48,Clothing,2,50,100
156,25/11/2023,CUST156,Female,43,Clothing,4,25,100
160,11/8/2023,CUST160,Female,43,Clothing,2,50,100
175,20/3/2023,CUST175,Female,31,Electronics,4,25,100
176,11/7/2023,CUST176,Female,43,Beauty,2,50,100
177,24/3/2023,CUST177,Male,45,Beauty,2,50,100
187,7/6/2023,CUST187,Female,64,Clothing,2,50,100
192,10/2/2023,CUST192,Male,62,Beauty,2,50,100
216,11/7/2023,CUST216,Male,62,Electronics,2,50,100
225,11/1/2023,CUST225,Female,57,Beauty,4,25,100
227,11/10/2023,CUST227,Male,36,Electronics,2,50,100
244,9/12/2023,CUST244,Male,28,Beauty,2,50,100
272,25/2/2023,CUST272,Female,61,Electronics,2,50,100
276,2/10/2023,CUST276,Female,21,Beauty,4,25,100
277,18/8/2023,CUST277,Male,36,Clothing,4,25,100
278,13/3/2023,CUST278,Female,37,Clothing,4,25,100
287,20/2/2023,CUST287,Male,54,Clothing,4,25,100
311,5/12/2023,CUST311,Female,32,Beauty,4,25,100
328,22/3/2023,CUST328,Male,39,Beauty,2,50,100
329,30/1/2023,CUST329,Female,46,Electronics,4,25,100
338,26/7/2023,CUST338,Male,54,Beauty,2,50,100
360,9/3/2023,CUST360,Male,42,Clothing,4,25,100
366,7/2/2023,CUST366,Male,57,Clothing,2,50,100
381,9/7/2023,CUST381,Female,44,Clothing,4,25,100
390,28/9/2023,CUST390,Male,39,Electronics,2,50,100
406,18/4/2023,CUST406,Female,22,Beauty,4,25,100
410,21/11/2023,CUST410,Female,29,Clothing,2,50,100
414,9/5/2023,CUST414,Male,48,Beauty,4,25,100
442,17/3/2023,CUST442,Female,60,Clothing,4,25,100
455,1/7/2023,CUST455,Male,31,Electronics,4,25,100
458,14/11/2023,CUST458,Female,39,Electronics,4,25,100
466,20/6/2023,CUST466,Male,63,Electronics,4,25,100
492,29/6/2023,CUST492,Male,61,Beauty,4,25,100
498,19/6/2023,CUST498,Female,50,Clothing,4,25,100
500,1/3/2023,CUST500,Female,60,Beauty,4,25,100
511,12/8/2023,CUST511,Male,45,Beauty,2,50,100
513,19/9/2023,CUST513,Male,24,Electronics,4,25,100
516,23/10/2023,CUST516,Male,30,Beauty,4,25,100
517,8/4/2023,CUST517,Female,47,Clothing,4,25,100
520,29/12/2023,CUST520,Female,49,Electronics,4,25,100
526,10/12/2023,CUST526,Male,33,Clothing,2,50,100
549,4/8/2023,CUST549,Female,50,Beauty,2,50,100
564,24/10/2023,CUST564,Male,50,Electronics,2,50,100
575,28/3/2023,CUST575,Male,60,Clothing,2,50,100
583,21/6/2023,CUST583,Female,24,Electronics,4,25,100
591,13/1/2023,CUST591,Male,53,Electronics,4,25,100
599,19/11/2023,CUST599,Female,28,Beauty,2,50,100
609,19/12/2023,CUST609,Female,47,Clothing,2,50,100
615,23/12/2023,CUST615,Female,61,Clothing,4,25,100
616,23/9/2023,CUST616,Male,41,Clothing,2,50,100
619,13/10/2023,CUST619,Male,47,Electronics,4,25,100
630,15/8/2023,CUST630,Male,42,Clothing,2,50,100
632,16/9/2023,CUST632,Female,26,Electronics,4,25,100
642,22/5/2023,CUST642,Female,54,Clothing,4,25,100
652,1/5/2023,CUST652,Female,34,Beauty,2,50,100
661,16/7/2023,CUST661,Female,44,Clothing,4,25,100
672,1/8/2023,CUST672,Female,34,Beauty,2,50,100
688,3/10/2023,CUST688,Male,56,Clothing,4,25,100
689,7/10/2023,CUST689,Male,57,Electronics,2,50,100
692,7/9/2023,CUST692,Female,64,Clothing,2,50,100
703,26/3/2023,CUST703,Male,34,Electronics,2,50,100
706,15/11/2023,CUST706,Male,51,Electronics,4,25,100
715,26/11/2023,CUST715,Female,42,Beauty,4,25,100
736,27/1/2023,CUST736,Male,29,Clothing,4,25,100
738,25/4/2023,CUST738,Male,41,Clothing,2,50,100
745,13/4/2023,CUST745,Male,54,Beauty,2,50,100
752,9/12/2023,CUST752,Male,29,Clothing,2,50,100
754,16/10/2023,CUST754,Female,43,Electronics,4,25,100
758,12/5/2023,CUST758,Male,64,Clothing,4,25,100
759,8/7/2023,CUST759,Male,49,Electronics,2,50,100
775,8/2/2023,CUST775,Female,46,Electronics,4,25,100
778,18/11/2023,CUST778,Female,47,Beauty,4,25,100
786,17/10/2023,CUST786,Male,48,Clothing,4,25,100
799,8/9/2023,CUST799,Male,56,Electronics,2,50,100
803,22/11/2023,CUST803,Male,39,Clothing,4,25,100
809,25/9/2023,CUST809,Female,62,Beauty,2,50,100
810,30/11/2023,CUST810,Male,59,Electronics,4,25,100
819,15/6/2023,CUST819,Female,35,Beauty,2,50,100
823,19/8/2023,CUST823,Female,56,Electronics,2,50,100
831,15/1/2023,CUST831,Male,27,Electronics,4,25,100
841,2/11/2023,CUST841,Male,31,Electronics,4,25,100
858,9/9/2023,CUST858,Male,23,Electronics,2,50,100
873,29/9/2023,CUST873,Female,27,Electronics,4,25,100
887,11/6/2023,CUST887,Male,59,Clothing,4,25,100
888,3/3/2023,CUST888,Female,52,Electronics,4,25,100
897,26/9/2023,CUST897,Female,64,Electronics,2,50,100
924,29/8/2023,CUST924,Male,55,Beauty,2,50,100
932,28/2/2023,CUST932,Female,45,Beauty,4,25,100
951,2/11/2023,CUST951,Male,33,Beauty,2,50,100
972,11/2/2023,CUST972,Male,49,Beauty,4,25,100
991,26/12/2023,CUST991,Female,34,Clothing,2,50,100
998,29/10/2023,CUST998,Female,23,Beauty,4,25,100
14,17/1/2023,CUST014,Male,64,Clothing,4,30,120
23,12/4/2023,CUST023,Female,35,Clothing,4,30,120
39,21/4/2023,CUST039,Male,23,Clothing,4,30,120
55,10/10/2023,CUST055,Male,31,Beauty,4,30,120
92,25/8/2023,CUST092,Female,51,Electronics,4,30,120
122,3/10/2023,CUST122,Male,64,Electronics,4,30,120
